poi_id,city,country,name,category,rating,estimated_visit_hours,ticket_eur,indoor,family_friendly,wheelchair_accessible,recommended_duration
P0010236,Vienna,Austria,Market Textiles Castle — Dawn Bridge,castle,4.6,3.0,22,0,1,1,full_day
P0010237,Vienna,Austria,Typography Science Museum at Ember Bridge,science_museum,4.2,3.5,25,1,0,0,quick
P0010238,Vienna,Austria,Frost Bridge Zoo of Cinema and Textiles,zoo,3.8,4.0,30,0,1,1,half_day
P0010239,Vienna,Austria,Harbour Golden Bridge Postal History Aquarium,aquarium,3.4,4.5,35,1,1,1,half_day
P0010240,Vienna,Austria,Harbour Bridge Textiles Botanical Garden in Canal Side,botanical_garden,4.7,5.0,40,0,1,1,full_day
P0010241,Vienna,Austria,Indigo Bridge Museum of Modern Art,museum,4.3,0.5,0,1,1,1,quick
P0010242,Vienna,Austria,Maritime & Sculpture Landmark at Ivory Bridge,landmark,3.9,1.0,0,0,0,1,half_day
P0010243,Vienna,Austria,Museum Quarter Lantern Bridge Park: Local Life,park,3.5,1.5,0,0,1,0,half_day
P0010244,Vienna,Austria,South Riverside Market — Marble Bridge,market,4.8,2.0,4,0,1,1,full_day
P0010245,Vienna,Austria,Food Heritage Gallery at Meadow Bridge,gallery,4.4,2.5,6,1,1,1,quick
P0010246,Vienna,Austria,Meridian Bridge Historic Site of Performing Arts and Sculpture,historic_site,4.0,3.0,8,0,1,1,half_day
P0010247,Vienna,Austria,North Moon Bridge Cartography Viewpoint,viewpoint,3.6,3.5,10,0,0,1,half_day
P0010248,Vienna,Austria,North Bridge Sculpture Food Hall in Market Quarter,food_hall,4.9,4.0,12,1,1,1,full_day
P0010249,Vienna,Austria,Opal Bridge Church of Architecture,church,4.5,4.5,15,1,1,0,quick
P0010250,Vienna,Austria,Industrial Heritage & Sculpture Neighborhood at Raven Bridge,neighborhood,4.1,5.0,18,0,1,1,half_day
P0010251,Vienna,Austria,Harbour Saffron Bridge Castle: Botanical,castle,3.7,0.5,22,0,1,1,half_day
P0010252,Vienna,Austria,Civic Innovation Science Museum — Solstice Bridge,science_museum,5.0,1.0,25,1,0,1,full_day
P0010253,Vienna,Austria,Children's Discovery Zoo at Sunrise Bridge,zoo,4.6,1.5,30,0,1,1,quick
P0010254,Vienna,Austria,Velvet Bridge Aquarium of Printmaking and Sculpture,aquarium,4.2,2.0,35,1,1,1,half_day
P0010255,Vienna,Austria,Royal West Bridge Natural History Botanical Garden,botanical_garden,3.8,2.5,40,0,1,0,half_day
P0010256,Vienna,Austria,Zephyr Bridge Sculpture Museum in City Centre,museum,3.4,3.0,0,1,1,1,full_day
P0010257,Vienna,Austria,Alder Canal Landmark of Contemporary Culture,landmark,4.7,3.5,0,0,0,1,quick
P0010258,Vienna,Austria,Urban Ecology & Sculpture Park at Ash Canal,park,4.3,4.0,0,0,1,1,half_day
P0010259,Vienna,Austria,Arts Quarter Birch Canal Market: Public Art,market,3.9,4.5,4,0,1,1,half_day
P0010260,Vienna,Austria,East Geology Gallery — Briar Canal,gallery,3.5,5.0,6,1,1,1,full_day
P0010261,Vienna,Austria,Ecology Historic Site at Brook Canal,historic_site,4.8,0.5,8,0,1,0,quick
P0010262,Vienna,Austria,Cedar Canal Viewpoint of Design and Sculpture,viewpoint,4.4,1.0,10,0,0,1,half_day
P0010263,Vienna,Austria,Central Clover Canal Literature Food Hall,food_hall,4.0,1.5,12,1,1,1,half_day
P0010264,Vienna,Austria,Copper Canal Sculpture Church in Canal Side,church,3.6,2.0,15,1,1,1,full_day
P0010265,Vienna,Austria,Elm Canal Neighborhood of Sculpture,neighborhood,4.9,2.5,18,0,1,1,quick
P0010266,Vienna,Austria,Transport & Sculpture Castle at Fern Canal,castle,4.5,3.0,22,0,1,1,half_day
P0010267,Vienna,Austria,Market Quarter Flint Canal Science Museum: Fashion,science_museum,4.1,3.5,25,1,0,0,half_day
P0010268,Vienna,Austria,Green Exploration Zoo — Garnet Canal,zoo,3.7,4.0,30,0,1,1,full_day
P0010269,Vienna,Austria,Photography Aquarium at Hazel Canal,aquarium,5.0,4.5,35,1,1,1,quick
P0010270,Vienna,Austria,Iris Canal Botanical Garden of Craft and Sculpture,botanical_garden,4.6,5.0,40,0,1,1,half_day
P0010271,Vienna,Austria,Hidden Juniper Canal Aviation Museum,museum,4.2,0.5,0,1,1,1,half_day
P0010272,Vienna,Austria,Larch Canal Sculpture Landmark in Parkside,landmark,3.8,1.0,0,0,0,1,full_day
P0010273,Vienna,Austria,Laurel Canal Park of Astronomy,park,3.4,1.5,0,0,1,0,quick
P0010274,Vienna,Austria,Graphic Arts & Sculpture Market at Linden Canal,market,4.7,2.0,4,0,1,1,half_day
P0010275,Vienna,Austria,City Centre Maple Canal Gallery: Engineering,gallery,4.3,2.5,6,1,1,1,half_day
P0010276,Vienna,Austria,Market Science Historic Site — Moss Canal,historic_site,3.9,3.0,8,0,1,1,full_day
P0010277,Vienna,Austria,Ceramics Viewpoint at Oak Canal,viewpoint,3.5,3.5,10,0,0,1,quick
P0010278,Vienna,Austria,Olive Canal Food Hall of Technology and Sculpture,food_hall,4.8,4.0,12,1,1,1,half_day
P0010279,Vienna,Austria,Harbour Orchid Canal Migration Church,church,4.4,4.5,15,1,1,0,half_day
P0010280,Vienna,Austria,Pearl Canal Sculpture Neighborhood in Garden District,neighborhood,4.0,5.0,18,0,1,1,full_day
P0010281,Vienna,Austria,Pine Canal Castle of City Memory,castle,3.6,0.5,22,0,1,1,quick
P0010282,Vienna,Austria,Decorative Arts & Sculpture Science Museum at Plum Canal,science_museum,4.9,1.0,25,1,0,1,half_day
P0010283,Vienna,Austria,Canal Side Reed Canal Zoo: Railway,zoo,4.5,1.5,30,0,1,1,half_day
P0010284,Vienna,Austria,South Textiles Aquarium — Rose Canal,aquarium,4.1,2.0,35,1,1,1,full_day
P0010285,Vienna,Austria,Typography Botanical Garden at Rowan Canal,botanical_garden,3.7,2.5,40,0,1,0,quick
P0010286,Vienna,Austria,Sage Canal Museum of Cinema and Sculpture,museum,5.0,3.0,0,1,1,1,half_day
P0010287,Vienna,Austria,North Silver Canal Postal History Landmark,landmark,4.6,3.5,0,0,0,1,half_day
P0010288,Vienna,Austria,Spruce Canal Sculpture Park in Old Town,park,4.2,4.0,0,0,1,1,full_day
P0010289,Vienna,Austria,Stone Canal Market of Modern Art,market,3.8,4.5,4,0,1,1,quick
P0010290,Vienna,Austria,Maritime & Performing Arts Gallery at Thistle Canal,gallery,3.4,5.0,6,1,1,1,half_day
P0010291,Vienna,Austria,Market Quarter Violet Canal Historic Site: Local Life,historic_site,4.7,0.5,8,0,1,0,half_day
P0010292,Vienna,Austria,Riverside Riverside Viewpoint — Walnut Canal,viewpoint,4.3,1.0,10,0,0,1,full_day
P0010293,Vienna,Austria,Food Heritage Food Hall at Willow Canal,food_hall,3.9,1.5,12,1,1,1,quick
P0010294,Vienna,Austria,Wren Canal Church of Performing Arts and Performing Arts,church,3.5,2.0,15,1,1,1,half_day
P0010295,Vienna,Austria,Civic Amber Canal Cartography Neighborhood,neighborhood,4.8,2.5,18,0,1,1,half_day
P0010296,Vienna,Austria,Aurora Canal Performing Arts Castle in Parkside,castle,4.4,3.0,22,0,1,1,full_day
P0010297,Vienna,Austria,Canvas Canal Science Museum of Architecture,science_museum,4.0,3.5,25,1,0,0,quick
P0010298,Vienna,Austria,Industrial Heritage & Performing Arts Zoo at Cobalt Canal,zoo,3.6,4.0,30,0,1,1,half_day
P0010299,Vienna,Austria,City Centre Coral Canal Aquarium: Botanical,aquarium,4.9,4.5,35,1,1,1,half_day
P0010300,Vienna,Austria,West Innovation Botanical Garden — Dawn Canal,botanical_garden,4.5,5.0,40,0,1,1,full_day
P0010301,Vienna,Austria,Children's Discovery Museum at Ember Canal,museum,4.1,0.5,0,1,1,1,quick
P0010302,Vienna,Austria,Frost Canal Landmark of Printmaking and Performing Arts,landmark,3.7,1.0,0,0,0,1,half_day
P0010303,Vienna,Austria,East Golden Canal Natural History Park,park,5.0,1.5,0,0,1,0,half_day
P0010304,Vienna,Austria,Harbour Canal Performing Arts Market in Garden District,market,4.6,2.0,4,0,1,1,full_day
P0010305,Vienna,Austria,Indigo Canal Gallery of Contemporary Culture,gallery,4.2,2.5,6,1,1,1,quick
P0010306,Vienna,Austria,Urban Ecology & Performing Arts Historic Site at Ivory Canal,historic_site,3.8,3.0,8,0,1,1,half_day
P0010307,Vienna,Austria,Canal Side Lantern Canal Viewpoint: Public Art,viewpoint,3.4,3.5,10,0,0,1,half_day
P0010308,Vienna,Austria,Upper Geology Food Hall — Marble Canal,food_hall,4.7,4.0,12,1,1,1,full_day
P0010309,Vienna,Austria,Ecology Church at Meadow Canal,church,4.3,4.5,15,1,1,0,quick
P0010310,Vienna,Austria,Meridian Canal Neighborhood of Design and Performing Arts,neighborhood,3.9,5.0,18,0,1,1,half_day
P0010311,Vienna,Austria,Green Moon Canal Literature Castle,castle,3.5,0.5,22,0,1,1,half_day
P0010312,Vienna,Austria,North Canal Performing Arts Science Museum in Old Town,science_museum,4.8,1.0,25,1,0,1,full_day
P0010313,Vienna,Austria,Opal Canal Zoo of Sculpture,zoo,4.4,1.5,30,0,1,1,quick
P0010314,Vienna,Austria,Transport & Performing Arts Aquarium at Raven Canal,aquarium,4.0,2.0,35,1,1,1,half_day
P0010315,Vienna,Austria,Market Quarter Saffron Canal Botanical Garden: Fashion,botanical_garden,3.6,2.5,40,0,1,0,half_day
P0010316,Vienna,Austria,Garden Exploration Museum — Solstice Canal,museum,4.9,3.0,0,1,1,1,full_day
P0010317,Vienna,Austria,Photography Landmark at Sunrise Canal,landmark,4.5,3.5,0,0,0,1,quick
P0010318,Vienna,Austria,Velvet Canal Park of Craft and Performing Arts,park,4.1,4.0,0,0,1,1,half_day
P0010319,Vienna,Austria,Market West Canal Aviation Market,market,3.7,4.5,4,0,1,1,half_day
P0010320,Vienna,Austria,Zephyr Canal Performing Arts Gallery in University Quarter,gallery,5.0,5.0,6,1,1,1,full_day
P0010321,Vienna,Austria,Alder Court Historic Site of Astronomy,historic_site,4.6,0.5,8,0,1,0,quick
P0010322,Vienna,Austria,Graphic Arts & Performing Arts Viewpoint at Ash Court,viewpoint,4.2,1.0,10,0,0,1,half_day
P0010323,Vienna,Austria,Garden District Birch Court Food Hall: Engineering,food_hall,3.8,1.5,12,1,1,1,half_day
P0010324,Vienna,Austria,Old Science Church — Briar Court,church,3.4,2.0,15,1,1,1,full_day
P0010325,Vienna,Austria,Ceramics Neighborhood at Brook Court,neighborhood,4.7,2.5,18,0,1,1,quick
P0010326,Vienna,Austria,Cedar Court Castle of Technology and Performing Arts,castle,4.3,3.0,22,0,1,1,half_day
P0010327,Vienna,Austria,South Clover Court Migration Science Museum,science_museum,3.9,3.5,25,1,0,0,half_day
P0010328,Vienna,Austria,Copper Court Performing Arts Zoo in Station Quarter,zoo,3.5,4.0,30,0,1,1,full_day
P0010329,Vienna,Austria,Elm Court Aquarium of City Memory,aquarium,4.8,4.5,35,1,1,1,quick
P0010330,Vienna,Austria,Decorative Arts & Performing Arts Botanical Garden at Fern Court,botanical_garden,4.4,5.0,40,0,1,1,half_day
P0010331,Vienna,Austria,Old Town Flint Court Museum: Railway,museum,4.0,0.5,0,1,1,1,half_day
P0010332,Vienna,Austria,Riverside Textiles Landmark — Garnet Court,landmark,3.6,1.0,0,0,0,1,full_day
P0010333,Vienna,Austria,Typography Park at Hazel Court,park,4.9,1.5,0,0,1,0,quick
P0010334,Vienna,Austria,Iris Court Market of Cinema and Performing Arts,market,4.5,2.0,4,0,1,1,half_day
P0010335,Vienna,Austria,Civic Juniper Court Postal History Gallery,gallery,4.1,2.5,6,1,1,1,half_day
P0010336,Vienna,Austria,Larch Court Performing Arts Historic Site in Riverside,historic_site,3.7,3.0,8,0,1,1,full_day
P0010337,Vienna,Austria,Laurel Court Viewpoint of Modern Art,viewpoint,5.0,3.5,10,0,0,1,quick
P0010338,Vienna,Austria,Maritime & Engineering Food Hall at Linden Court,food_hall,4.6,4.0,12,1,1,1,half_day
P0010339,Vienna,Austria,Parkside Maple Court Church: Local Life,church,4.2,4.5,15,1,1,0,half_day
P0010340,Vienna,Austria,West Riverside Neighborhood — Moss Court,neighborhood,3.8,5.0,18,0,1,1,full_day
P0010341,Vienna,Austria,Food Heritage Castle at Oak Court,castle,3.4,0.5,22,0,1,1,quick
P0010342,Vienna,Austria,Olive Court Science Museum of Performing Arts and Engineering,science_museum,4.7,1.0,25,1,0,1,half_day
P0010343,Vienna,Austria,East Orchid Court Cartography Zoo,zoo,4.3,1.5,30,0,1,1,half_day
P0010344,Vienna,Austria,Pearl Court Engineering Aquarium in University Quarter,aquarium,3.9,2.0,35,1,1,1,full_day
P0010345,Vienna,Austria,Pine Court Botanical Garden of Architecture,botanical_garden,3.5,2.5,40,0,1,0,quick
P0010346,Vienna,Austria,Industrial Heritage & Engineering Museum at Plum Court,museum,4.8,3.0,0,1,1,1,half_day
P0010347,Vienna,Austria,Garden District Reed Court Landmark: Botanical,landmark,4.4,3.5,0,0,0,1,half_day
P0010348,Vienna,Austria,Upper Innovation Park — Rose Court,park,4.0,4.0,0,0,1,1,full_day
P0010349,Vienna,Austria,Children's Discovery Market at Rowan Court,market,3.6,4.5,4,0,1,1,quick
P0010350,Vienna,Austria,Sage Court Gallery of Printmaking and Engineering,gallery,4.9,5.0,6,1,1,1,half_day
P0010351,Vienna,Austria,Green Silver Court Natural History Historic Site,historic_site,4.5,0.5,8,0,1,0,half_day
P0010352,Vienna,Austria,Spruce Court Engineering Viewpoint in Station Quarter,viewpoint,4.1,1.0,10,0,0,1,full_day
P0010353,Vienna,Austria,Stone Court Food Hall of Contemporary Culture,food_hall,3.7,1.5,12,1,1,1,quick
P0010354,Vienna,Austria,Urban Ecology & Engineering Church at Thistle Court,church,5.0,2.0,15,1,1,1,half_day
P0010355,Vienna,Austria,Old Town Violet Court Neighborhood: Public Art,neighborhood,4.6,2.5,18,0,1,1,half_day
P0010356,Vienna,Austria,Garden Geology Castle — Walnut Court,castle,4.2,3.0,22,0,1,1,full_day
P0010357,Vienna,Austria,Ecology Science Museum at Willow Court,science_museum,3.8,3.5,25,1,0,0,quick
P0010358,Vienna,Austria,Wren Court Zoo of Design and Engineering,zoo,3.4,4.0,30,0,1,1,half_day
P0010359,Vienna,Austria,Market Amber Court Literature Aquarium,aquarium,4.7,4.5,35,1,1,1,half_day
P0010360,Vienna,Austria,Aurora Court Engineering Botanical Garden in Riverside,botanical_garden,4.3,5.0,40,0,1,1,full_day
P0010361,Vienna,Austria,Canvas Court Museum of Sculpture,museum,3.9,0.5,0,1,1,1,quick
P0010362,Vienna,Austria,Transport & Engineering Landmark at Cobalt Court,landmark,3.5,1.0,0,0,0,1,half_day
P0010363,Vienna,Austria,Parkside Coral Court Park: Fashion,park,4.8,1.5,0,0,1,0,half_day
P0010364,Vienna,Austria,Old Exploration Market — Dawn Court,market,4.4,2.0,4,0,1,1,full_day
P0010365,Vienna,Austria,Photography Gallery at Ember Court,gallery,4.0,2.5,6,1,1,1,quick
P0010366,Vienna,Austria,Frost Court Historic Site of Craft and Engineering,historic_site,3.6,3.0,8,0,1,1,half_day
P0010367,Vienna,Austria,South Golden Court Aviation Viewpoint,viewpoint,4.9,3.5,10,0,0,1,half_day
P0010368,Vienna,Austria,Harbour Court Engineering Food Hall in University Quarter,food_hall,4.5,4.0,12,1,1,1,full_day
P0010369,Vienna,Austria,Indigo Court Church of Astronomy,church,4.1,4.5,15,1,1,0,quick
P0010370,Vienna,Austria,Graphic Arts & Engineering Neighborhood at Ivory Court,neighborhood,3.7,5.0,18,0,1,1,half_day
P0010371,Vienna,Austria,Garden District Lantern Court Castle: Engineering,castle,5.0,0.5,22,0,1,1,half_day
P0010372,Vienna,Austria,Riverside Science Science Museum — Marble Court,science_museum,4.6,1.0,25,1,0,1,full_day
P0010373,Vienna,Austria,Ceramics Zoo at Meadow Court,zoo,4.2,1.5,30,0,1,1,quick
P0010374,Vienna,Austria,Meridian Court Aquarium of Technology and Engineering,aquarium,3.8,2.0,35,1,1,1,half_day
P0010375,Vienna,Austria,Civic Moon Court Migration Botanical Garden,botanical_garden,3.4,2.5,40,0,1,0,half_day
P0010376,Vienna,Austria,North Court Engineering Museum in Arts Quarter,museum,4.7,3.0,0,1,1,1,full_day
P0010377,Vienna,Austria,Opal Court Landmark of City Memory,landmark,4.3,3.5,0,0,0,1,quick
P0010378,Vienna,Austria,Decorative Arts & Engineering Park at Raven Court,park,3.9,4.0,0,0,1,1,half_day
P0010379,Vienna,Austria,Riverside Saffron Court Market: Railway,market,3.5,4.5,4,0,1,1,half_day
P0010380,Vienna,Austria,West Textiles Gallery — Solstice Court,gallery,4.8,5.0,6,1,1,1,full_day
P0010381,Vienna,Austria,Typography Historic Site at Sunrise Court,historic_site,4.4,0.5,8,0,1,0,quick
P0010382,Vienna,Austria,Velvet Court Viewpoint of Cinema and Engineering,viewpoint,4.0,1.0,10,0,0,1,half_day
P0010383,Vienna,Austria,East West Court Postal History Food Hall,food_hall,3.6,1.5,12,1,1,1,half_day
P0010384,Vienna,Austria,Zephyr Court Engineering Church in Museum Quarter,church,4.9,2.0,15,1,1,1,full_day
P0010385,Vienna,Austria,Alder Crescent Neighborhood of Modern Art,neighborhood,4.5,2.5,18,0,1,1,quick
P0010386,Vienna,Austria,Maritime & Music Castle at Ash Crescent,castle,4.1,3.0,22,0,1,1,half_day
P0010387,Vienna,Austria,University Quarter Birch Crescent Science Museum: Local Life,science_museum,3.7,3.5,25,1,0,0,half_day
P0010388,Vienna,Austria,Upper Riverside Zoo — Briar Crescent,zoo,5.0,4.0,30,0,1,1,full_day
P0010389,Vienna,Austria,Food Heritage Aquarium at Brook Crescent,aquarium,4.6,4.5,35,1,1,1,quick
P0010390,Vienna,Austria,Cedar Crescent Botanical Garden of Performing Arts and Music,botanical_garden,4.2,5.0,40,0,1,1,half_day
P0010391,Vienna,Austria,Upper Clover Crescent Cartography Museum,museum,3.8,0.5,0,1,1,1,half_day
P0010392,Vienna,Austria,Copper Crescent Music Landmark in Harbour,landmark,3.4,1.0,0,0,0,1,full_day
P0010393,Vienna,Austria,Elm Crescent Park of Architecture,park,4.7,1.5,0,0,1,0,quick
P0010394,Vienna,Austria,Industrial Heritage & Music Market at Fern Crescent,market,4.3,2.0,4,0,1,1,half_day
P0010395,Vienna,Austria,Station Quarter Flint Crescent Gallery: Botanical,gallery,3.9,2.5,6,1,1,1,half_day
P0010396,Vienna,Austria,Canal Innovation Historic Site — Garnet Crescent,historic_site,3.5,3.0,8,0,1,1,full_day
P0010397,Vienna,Austria,Children's Discovery Viewpoint at Hazel Crescent,viewpoint,4.8,3.5,10,0,0,1,quick
P0010398,Vienna,Austria,Iris Crescent Food Hall of Printmaking and Music,food_hall,4.4,4.0,12,1,1,1,half_day
P0010399,Vienna,Austria,Garden Juniper Crescent Natural History Church,church,4.0,4.5,15,1,1,0,half_day
P0010400,Vienna,Austria,Larch Crescent Music Neighborhood in Arts Quarter,neighborhood,3.6,5.0,18,0,1,1,full_day
P0010401,Vienna,Austria,Laurel Crescent Castle of Contemporary Culture,castle,4.9,0.5,22,0,1,1,quick
P0010402,Vienna,Austria,Urban Ecology & Music Science Museum at Linden Crescent,science_museum,4.5,1.0,25,1,0,1,half_day
P0010403,Vienna,Austria,Riverside Maple Crescent Zoo: Public Art,zoo,4.1,1.5,30,0,1,1,half_day
P0010404,Vienna,Austria,New Geology Aquarium — Moss Crescent,aquarium,3.7,2.0,35,1,1,1,full_day
P0010405,Vienna,Austria,Ecology Botanical Garden at Oak Crescent,botanical_garden,5.0,2.5,40,0,1,0,quick
P0010406,Vienna,Austria,Olive Crescent Museum of Design and Music,museum,4.6,3.0,0,1,1,1,half_day
P0010407,Vienna,Austria,Old Orchid Crescent Literature Landmark,landmark,4.2,3.5,0,0,0,1,half_day
P0010408,Vienna,Austria,Pearl Crescent Music Park in Museum Quarter,park,3.8,4.0,0,0,1,1,full_day
P0010409,Vienna,Austria,Pine Crescent Market of Sculpture,market,3.4,4.5,4,0,1,1,quick
P0010410,Vienna,Austria,Transport & Music Gallery at Plum Crescent,gallery,4.7,5.0,6,1,1,1,half_day
P0010411,Vienna,Austria,University Quarter Reed Crescent Historic Site: Fashion,historic_site,4.3,0.5,8,0,1,0,half_day
P0010412,Vienna,Austria,Hilltop Exploration Viewpoint — Rose Crescent,viewpoint,3.9,1.0,10,0,0,1,full_day
P0010413,Vienna,Austria,Photography Food Hall at Rowan Crescent,food_hall,3.5,1.5,12,1,1,1,quick
P0010414,Vienna,Austria,Sage Crescent Church of Craft and Music,church,4.8,2.0,15,1,1,1,half_day
P0010415,Vienna,Austria,Riverside Silver Crescent Aviation Neighborhood,neighborhood,4.4,2.5,18,0,1,1,half_day
P0010416,Vienna,Austria,Spruce Crescent Music Castle in Harbour,castle,4.0,3.0,22,0,1,1,full_day
P0010417,Vienna,Austria,Stone Crescent Science Museum of Astronomy,science_museum,3.6,3.5,25,1,0,0,quick
P0010418,Vienna,Austria,Graphic Arts & Music Zoo at Thistle Crescent,zoo,4.9,4.0,30,0,1,1,half_day
P0010419,Vienna,Austria,Station Quarter Violet Crescent Aquarium: Engineering,aquarium,4.5,4.5,35,1,1,1,half_day
P0010420,Vienna,Austria,Grand Science Botanical Garden — Walnut Crescent,botanical_garden,4.1,5.0,40,0,1,1,full_day
P0010421,Vienna,Austria,Ceramics Museum at Willow Crescent,museum,3.7,0.5,0,1,1,1,quick
P0010422,Vienna,Austria,Wren Crescent Landmark of Technology and Music,landmark,5.0,1.0,0,0,0,1,half_day
P0010423,Vienna,Austria,West Amber Crescent Migration Park,park,4.6,1.5,0,0,1,0,half_day
P0010424,Vienna,Austria,Aurora Crescent Music Market in Arts Quarter,market,4.2,2.0,4,0,1,1,full_day
P0010425,Vienna,Austria,Canvas Crescent Gallery of City Memory,gallery,3.8,2.5,6,1,1,1,quick
P0010426,Vienna,Austria,Decorative Arts & Music Historic Site at Cobalt Crescent,historic_site,3.4,3.0,8,0,1,1,half_day
P0010427,Vienna,Austria,Museum Quarter Coral Crescent Viewpoint: Railway,viewpoint,4.7,3.5,10,0,0,1,half_day
P0010428,Vienna,Austria,Lower Textiles Food Hall — Dawn Crescent,food_hall,4.3,4.0,12,1,1,1,full_day
P0010429,Vienna,Austria,Typography Church at Ember Crescent,church,3.9,4.5,15,1,1,0,quick
P0010430,Vienna,Austria,Frost Crescent Neighborhood of Cinema and Music,neighborhood,3.5,5.0,18,0,1,1,half_day
P0010431,Vienna,Austria,Upper Golden Crescent Postal History Castle,castle,4.8,0.5,22,0,1,1,half_day
P0010432,Vienna,Austria,Harbour Crescent Music Science Museum in Market Quarter,science_museum,4.4,1.0,25,1,0,1,full_day
P0010433,Vienna,Austria,Indigo Crescent Zoo of Modern Art,zoo,4.0,1.5,30,0,1,1,quick
P0010434,Vienna,Austria,Maritime & Typography Aquarium at Ivory Crescent,aquarium,3.6,2.0,35,1,1,1,half_day
P0010435,Vienna,Austria,Harbour Lantern Crescent Botanical Garden: Local Life,botanical_garden,4.9,2.5,40,0,1,0,half_day
