hotel_id,city,country,name,area,stars,rating,nightly_eur,review_count,breakfast_included,refundable,distance_to_center_km,wifi,workspace,family_rooms,air_conditioning,parking,pet_friendly,accessible
H0010199,Vienna,Austria,Arcade Market District Hotel · Vienna,Market District,4,4.5,148,8151,0,0,0.7,1,1,0,1,1,0,1
H0010200,Vienna,Austria,Harbour Belvedere Bridge · Vienna,Harbour,5,4.6,250,8288,1,1,2.4,1,0,0,1,1,0,1
H0010201,Vienna,Austria,The Canvas Bridge Hotel · Vienna,Centre,1,3.5,154,8425,1,0,4.1,1,1,1,0,0,0,1
H0010202,Vienna,Austria,Courtyard & Bridge Hotel · Vienna,Museum District,2,3.6,115,8562,0,1,5.8,1,0,0,1,0,0,1
H0010203,Vienna,Austria,Bridge Hotel by Foundry · Vienna,Market District,3,3.8,160,8699,1,0,7.5,1,1,0,1,0,0,1
H0010204,Vienna,Austria,Gallery Harbour Hotel · Vienna,Harbour,4,4.6,230,8836,1,1,9.2,1,0,0,1,0,1,0
H0010205,Vienna,Austria,Centre Hearth Bridge · Vienna,Centre,5,4.9,149,8973,0,0,10.9,1,1,0,0,1,0,1
H0010206,Vienna,Austria,The Mosaic Bridge Hotel · Vienna,Museum District,1,3.9,110,9110,1,1,0.6,1,0,1,1,1,0,1
H0010207,Vienna,Austria,Pavilion & Bridge Hotel · Vienna,Market District,2,4.0,184,9247,1,0,2.3,1,1,0,1,0,0,1
H0010208,Vienna,Austria,Bridge Hotel by Quayside · Vienna,Harbour,3,3.8,213,9384,0,1,4.0,1,0,0,1,0,0,1
H0010209,Vienna,Austria,Regent Centre Hotel · Vienna,Centre,4,4.4,240,9521,1,0,5.7,1,1,0,0,0,0,1
H0010210,Vienna,Austria,Museum District Riverview Bridge · Vienna,Museum District,5,4.5,223,158,1,1,7.4,1,0,0,1,0,0,1
H0010211,Vienna,Austria,The Vantage Bridge Hotel · Vienna,Market District,1,3.8,202,295,0,0,9.1,1,1,1,1,1,1,1
H0010212,Vienna,Austria,Voyager & Bridge Hotel · Vienna,Harbour,2,4.2,209,432,1,1,10.8,1,0,0,1,1,0,0
H0010213,Vienna,Austria,Garden Hotel by Amber · Vienna,Centre,3,3.8,216,569,1,0,0.5,1,1,0,0,0,0,1
H0010214,Vienna,Austria,Atlas Museum District Hotel · Vienna,Museum District,4,4.6,241,706,0,1,2.2,1,0,0,1,0,0,1
H0010215,Vienna,Austria,Market District Aurora Garden · Vienna,Market District,5,4.5,166,843,1,0,3.9,1,1,0,1,0,0,1
H0010216,Vienna,Austria,The Bluebird Garden Hotel · Vienna,Harbour,1,3.8,126,980,1,1,5.6,1,0,1,1,0,0,1
H0010217,Vienna,Austria,Canopy & Garden Hotel · Vienna,Centre,2,4.1,151,1117,0,0,7.3,1,1,0,0,1,0,1
H0010218,Vienna,Austria,Garden Hotel by Cedar · Vienna,Museum District,3,4.3,224,1254,1,1,9.0,1,0,0,1,1,1,1
H0010219,Vienna,Austria,Copper Market District Hotel · Vienna,Market District,4,4.5,160,1391,1,0,10.7,1,1,0,1,0,0,1
H0010220,Vienna,Austria,Harbour Crown Garden · Vienna,Harbour,5,4.4,244,1528,0,1,0.4,1,0,0,1,0,0,0
H0010221,Vienna,Austria,The Dawn Garden Hotel · Vienna,Centre,1,3.8,132,1665,1,0,2.1,1,1,1,0,0,0,1
H0010222,Vienna,Austria,Ember & Garden Hotel · Vienna,Museum District,2,4.1,208,1802,1,1,3.8,1,0,0,1,0,0,1
H0010223,Vienna,Austria,Garden Hotel by Evergreen · Vienna,Market District,3,4.1,139,1939,0,0,5.5,1,1,0,1,1,0,1
H0010224,Vienna,Austria,Fern Harbour Hotel · Vienna,Harbour,4,4.6,187,2076,1,1,7.2,1,0,0,1,1,0,1
H0010225,Vienna,Austria,Centre Golden Garden · Vienna,Centre,5,4.5,249,2213,1,0,8.9,1,1,0,0,0,1,1
H0010226,Vienna,Austria,The Harbour Garden Hotel · Vienna,Museum District,1,3.8,113,2350,0,1,10.6,1,0,1,1,0,0,1
H0010227,Vienna,Austria,Ivory & Garden Hotel · Vienna,Market District,2,3.6,183,2487,1,0,0.3,1,1,0,1,0,0,1
H0010228,Vienna,Austria,Garden Hotel by Juniper · Vienna,Harbour,3,3.9,156,2624,1,1,2.0,1,0,0,1,0,0,0
H0010229,Vienna,Austria,Lantern Centre Hotel · Vienna,Centre,4,4.2,137,2761,0,0,3.7,1,1,0,0,1,0,1
H0010230,Vienna,Austria,Museum District Laurel Garden · Vienna,Museum District,5,4.9,179,2898,1,1,5.4,1,0,0,1,1,0,1
H0010231,Vienna,Austria,The Linden Garden Hotel · Vienna,Market District,1,3.5,149,3035,1,0,7.1,1,1,1,1,0,0,1
H0010232,Vienna,Austria,Marble & Garden Hotel · Vienna,Harbour,2,3.8,206,3172,0,1,8.8,1,0,0,1,0,1,1
H0010233,Vienna,Austria,Garden Hotel by Meadow · Vienna,Centre,3,4.1,234,3309,1,0,10.5,1,1,0,0,0,0,1
H0010234,Vienna,Austria,Meridian Museum District Hotel · Vienna,Museum District,4,4.0,241,3446,1,1,0.2,1,0,0,1,0,0,1
H0010235,Vienna,Austria,Market District Moonlight Garden · Vienna,Market District,5,4.9,166,3583,0,0,1.9,1,1,0,1,1,0,1
H0010236,Vienna,Austria,The Northlight Garden Hotel · Vienna,Harbour,1,3.7,117,3720,1,1,3.6,1,0,1,1,1,0,0
H0010237,Vienna,Austria,Olive & Garden Hotel · Vienna,Centre,2,3.5,175,3857,1,0,5.3,1,1,0,0,0,0,1
H0010238,Vienna,Austria,Garden Hotel by Orchid · Vienna,Museum District,3,4.0,207,3994,0,1,7.0,1,0,0,1,0,0,1
H0010239,Vienna,Austria,Pearl Market District Hotel · Vienna,Market District,4,4.5,184,4131,1,0,8.7,1,1,0,1,0,1,1
H0010240,Vienna,Austria,Harbour Pine Garden · Vienna,Harbour,5,4.7,209,4268,1,1,10.4,1,0,0,1,0,0,1
H0010241,Vienna,Austria,The Raven Garden Hotel · Vienna,Centre,1,3.3,199,4405,0,0,0.1,1,1,1,0,1,0,1
H0010242,Vienna,Austria,Rosewood & Garden Hotel · Vienna,Museum District,2,3.9,131,4542,1,1,1.8,1,0,0,1,1,0,1
H0010243,Vienna,Austria,Garden Hotel by Saffron · Vienna,Market District,3,3.8,169,4679,1,0,3.5,1,1,0,1,0,0,1
H0010244,Vienna,Austria,Silver Harbour Hotel · Vienna,Harbour,4,4.0,247,4816,0,1,5.2,1,0,0,1,0,0,0
H0010245,Vienna,Austria,Centre Solstice Garden · Vienna,Centre,5,4.8,231,4953,1,0,6.9,1,1,0,0,0,0,1
H0010246,Vienna,Austria,The Stone Garden Hotel · Vienna,Museum District,1,3.8,178,5090,1,1,8.6,1,0,1,1,0,1,1
H0010247,Vienna,Austria,Sunrise & Garden Hotel · Vienna,Market District,2,4.0,124,5227,0,0,10.3,1,1,0,1,1,0,1
H0010248,Vienna,Austria,Garden Hotel by Terrace · Vienna,Harbour,3,4.0,122,5364,1,1,12.0,1,0,0,1,1,0,1
H0010249,Vienna,Austria,Velvet Centre Hotel · Vienna,Centre,4,4.7,246,5501,1,0,1.7,1,1,0,0,0,0,1
H0010250,Vienna,Austria,Museum District Willow Garden · Vienna,Museum District,5,4.4,184,5638,0,1,3.4,1,0,0,1,0,0,1
H0010251,Vienna,Austria,The Wren Garden Hotel · Vienna,Market District,1,3.7,99,5775,1,0,5.1,1,1,1,1,0,0,1
H0010252,Vienna,Austria,Arcade & Garden Hotel · Vienna,Harbour,2,4.0,137,5912,1,1,6.8,1,0,0,1,0,0,0
H0010253,Vienna,Austria,Garden Hotel by Belvedere · Vienna,Centre,3,4.1,199,6049,0,0,8.5,1,1,0,0,1,1,1
H0010254,Vienna,Austria,Canvas Museum District Hotel · Vienna,Museum District,4,4.3,180,6186,1,1,10.2,1,0,0,1,1,0,1
H0010255,Vienna,Austria,Market District Courtyard Garden · Vienna,Market District,5,4.7,214,6323,1,0,11.9,1,1,0,1,0,0,1
H0010256,Vienna,Austria,The Foundry Garden Hotel · Vienna,Harbour,1,3.3,137,6460,0,1,1.6,1,0,1,1,0,0,1
H0010257,Vienna,Austria,Gallery & Garden Hotel · Vienna,Centre,2,4.0,147,6597,1,0,3.3,1,1,0,0,0,0,1
H0010258,Vienna,Austria,Garden Hotel by Hearth · Vienna,Museum District,3,4.2,229,6734,1,1,5.0,1,0,0,1,0,0,1
H0010259,Vienna,Austria,Mosaic Market District Hotel · Vienna,Market District,4,4.1,201,6871,0,0,6.7,1,1,0,1,1,0,1
H0010260,Vienna,Austria,Harbour Pavilion Garden · Vienna,Harbour,5,4.4,214,7008,1,1,8.4,1,0,0,1,1,1,0
H0010261,Vienna,Austria,The Quayside Garden Hotel · Vienna,Centre,1,3.9,122,7145,1,0,10.1,1,1,1,0,0,0,1
H0010262,Vienna,Austria,Regent & Garden Hotel · Vienna,Museum District,2,3.7,154,7282,0,1,11.8,1,0,0,1,0,0,1
H0010263,Vienna,Austria,Garden Hotel by Riverview · Vienna,Market District,3,4.3,191,7419,1,0,1.5,1,1,0,1,0,0,1
H0010264,Vienna,Austria,Vantage Harbour Hotel · Vienna,Harbour,4,4.5,188,7556,1,1,3.2,1,0,0,1,0,0,1
H0010265,Vienna,Austria,Centre Voyager Garden · Vienna,Centre,5,4.5,230,7693,0,0,4.9,1,1,0,0,1,0,1
H0010266,Vienna,Austria,The Amber Square Hotel · Vienna,Museum District,1,3.4,144,7830,1,1,6.6,1,0,1,1,1,0,1
H0010267,Vienna,Austria,Atlas & Square Hotel · Vienna,Market District,2,4.1,200,7967,1,0,8.3,1,1,0,1,0,1,1
H0010268,Vienna,Austria,Square Hotel by Aurora · Vienna,Harbour,3,4.3,198,8104,0,1,10.0,1,0,0,1,0,0,0
H0010269,Vienna,Austria,Bluebird Centre Hotel · Vienna,Centre,4,4.0,194,8241,1,0,11.7,1,1,0,0,0,0,1
H0010270,Vienna,Austria,Museum District Canopy Square · Vienna,Museum District,5,4.7,223,8378,1,1,1.4,1,0,0,1,0,0,1
H0010271,Vienna,Austria,The Cedar Square Hotel · Vienna,Market District,1,3.5,188,8515,0,0,3.1,1,1,1,1,1,0,1
H0010272,Vienna,Austria,Copper & Square Hotel · Vienna,Harbour,2,4.2,129,8652,1,1,4.8,1,0,0,1,1,0,1
H0010273,Vienna,Austria,Square Hotel by Crown · Vienna,Centre,3,4.2,142,8789,1,0,6.5,1,1,0,0,0,0,1
H0010274,Vienna,Austria,Dawn Museum District Hotel · Vienna,Museum District,4,4.6,147,8926,0,1,8.2,1,0,0,1,0,1,1
H0010275,Vienna,Austria,Market District Ember Square · Vienna,Market District,5,4.2,175,9063,1,0,9.9,1,1,0,1,0,0,1
H0010276,Vienna,Austria,The Evergreen Square Hotel · Vienna,Harbour,1,4.0,162,9200,1,1,11.6,1,0,1,1,0,0,0
H0010277,Vienna,Austria,Fern & Square Hotel · Vienna,Centre,2,4.1,108,9337,0,0,1.3,1,1,0,0,1,0,1
H0010278,Vienna,Austria,Square Hotel by Golden · Vienna,Museum District,3,4.1,227,9474,1,1,3.0,1,0,0,1,1,0,1
H0010279,Vienna,Austria,Harbour Market District Hotel · Vienna,Market District,4,4.4,153,111,1,0,4.7,1,1,0,1,0,0,1
H0010280,Vienna,Austria,Harbour Ivory Square · Vienna,Harbour,5,4.7,193,248,0,1,6.4,1,0,0,1,0,0,1
H0010281,Vienna,Austria,The Juniper Square Hotel · Vienna,Centre,1,3.6,115,385,1,0,8.1,1,1,1,0,0,1,1
H0010282,Vienna,Austria,Lantern & Square Hotel · Vienna,Museum District,2,3.6,187,522,1,1,9.8,1,0,0,1,0,0,1
H0010283,Vienna,Austria,Square Hotel by Laurel · Vienna,Market District,3,3.7,210,659,0,0,11.5,1,1,0,1,1,0,1
H0010284,Vienna,Austria,Linden Harbour Hotel · Vienna,Harbour,4,4.6,242,796,1,1,1.2,1,0,0,1,1,0,0
H0010285,Vienna,Austria,Centre Marble Square · Vienna,Centre,5,4.3,198,933,1,0,2.9,1,1,0,0,0,0,1
H0010286,Vienna,Austria,The Meadow Square Hotel · Vienna,Museum District,1,3.4,186,1070,0,1,4.6,1,0,1,1,0,0,1
H0010287,Vienna,Austria,Meridian & Square Hotel · Vienna,Market District,2,4.2,165,1207,1,0,6.3,1,1,0,1,0,0,1
H0010288,Vienna,Austria,Square Hotel by Moonlight · Vienna,Harbour,3,4.1,185,1344,1,1,8.0,1,0,0,1,0,1,1
H0010289,Vienna,Austria,Northlight Centre Hotel · Vienna,Centre,4,4.1,237,1481,0,0,9.7,1,1,0,0,1,0,1
H0010290,Vienna,Austria,Museum District Olive Square · Vienna,Museum District,5,4.3,161,1618,1,1,11.4,1,0,0,1,1,0,1
H0010291,Vienna,Austria,The Orchid Square Hotel · Vienna,Market District,1,3.8,169,1755,1,0,1.1,1,1,1,1,0,0,1
H0010292,Vienna,Austria,Pearl & Square Hotel · Vienna,Harbour,2,3.9,170,1892,0,1,2.8,1,0,0,1,0,0,0
H0010293,Vienna,Austria,Square Hotel by Pine · Vienna,Centre,3,4.2,210,2029,1,0,4.5,1,1,0,0,0,0,1
H0010294,Vienna,Austria,Raven Museum District Hotel · Vienna,Museum District,4,4.6,207,2166,1,1,6.2,1,0,0,1,0,0,1
H0010295,Vienna,Austria,Market District Rosewood Square · Vienna,Market District,5,4.8,258,2303,0,0,7.9,1,1,0,1,1,1,1
H0010296,Vienna,Austria,The Saffron Square Hotel · Vienna,Harbour,1,3.6,190,2440,1,1,9.6,1,0,1,1,1,0,1
H0010297,Vienna,Austria,Silver & Square Hotel · Vienna,Centre,2,4.2,156,2577,1,0,11.3,1,1,0,0,0,0,1
H0010298,Vienna,Austria,Square Hotel by Solstice · Vienna,Museum District,3,4.4,209,2714,0,1,1.0,1,0,0,1,0,0,1
H0010299,Vienna,Austria,Stone Market District Hotel · Vienna,Market District,4,4.6,186,2851,1,0,2.7,1,1,0,1,0,0,1
H0010300,Vienna,Austria,Harbour Sunrise Square · Vienna,Harbour,5,4.4,175,2988,1,1,4.4,1,0,0,1,0,0,0
H0010301,Vienna,Austria,The Terrace Square Hotel · Vienna,Centre,1,3.9,119,3125,0,0,6.1,1,1,1,0,1,0,1
H0010302,Vienna,Austria,Velvet & Square Hotel · Vienna,Museum District,2,4.1,165,3262,1,1,7.8,1,0,0,1,1,1,1
H0010303,Vienna,Austria,Square Hotel by Willow · Vienna,Market District,3,4.1,144,3399,1,0,9.5,1,1,0,1,0,0,1
H0010304,Vienna,Austria,Wren Harbour Hotel · Vienna,Harbour,4,4.2,138,3536,0,1,11.2,1,0,0,1,0,0,1
H0010305,Vienna,Austria,Centre Arcade Square · Vienna,Centre,5,4.7,174,3673,1,0,0.9,1,1,0,0,0,0,1
H0010306,Vienna,Austria,The Belvedere Square Hotel · Vienna,Museum District,1,3.4,124,3810,1,1,2.6,1,0,1,1,0,0,1
H0010307,Vienna,Austria,Canvas & Square Hotel · Vienna,Market District,2,4.1,109,3947,0,0,4.3,1,1,0,1,1,0,1
H0010308,Vienna,Austria,Square Hotel by Courtyard · Vienna,Harbour,3,3.8,143,4084,1,1,6.0,1,0,0,1,1,0,0
H0010309,Vienna,Austria,Foundry Centre Hotel · Vienna,Centre,4,4.2,148,4221,1,0,7.7,1,1,0,0,0,1,1
H0010310,Vienna,Austria,Museum District Gallery Square · Vienna,Museum District,5,4.7,152,4358,0,1,9.4,1,0,0,1,0,0,1
H0010311,Vienna,Austria,The Hearth Square Hotel · Vienna,Market District,1,3.6,126,4495,1,0,11.1,1,1,1,1,0,0,1
H0010312,Vienna,Austria,Mosaic & Square Hotel · Vienna,Harbour,2,3.9,152,4632,1,1,0.8,1,0,0,1,0,0,1
H0010313,Vienna,Austria,Square Hotel by Pavilion · Vienna,Centre,3,3.8,220,4769,0,0,2.5,1,1,0,0,1,0,1
H0010314,Vienna,Austria,Quayside Museum District Hotel · Vienna,Museum District,4,4.3,244,4906,1,1,4.2,1,0,0,1,1,0,1
H0010315,Vienna,Austria,Market District Regent Square · Vienna,Market District,5,4.8,233,5043,1,0,5.9,1,1,0,1,0,0,1
H0010316,Vienna,Austria,The Riverview Square Hotel · Vienna,Harbour,1,3.3,196,5180,0,1,7.6,1,0,1,1,0,1,0
H0010317,Vienna,Austria,Vantage & Square Hotel · Vienna,Centre,2,4.1,147,5317,1,0,9.3,1,1,0,0,0,0,1
H0010318,Vienna,Austria,Square Hotel by Voyager · Vienna,Museum District,3,4.1,234,5454,1,1,11.0,1,0,0,1,0,0,1
H0010319,Vienna,Austria,Amber Market District Hotel · Vienna,Market District,4,4.2,225,5591,0,0,0.7,1,1,0,1,1,0,1
H0010320,Vienna,Austria,Harbour Atlas House · Vienna,Harbour,5,4.5,258,5728,1,1,2.4,1,0,0,1,1,0,1
H0010321,Vienna,Austria,The Aurora House Hotel · Vienna,Centre,1,4.0,137,5865,1,0,4.1,1,1,1,0,0,0,1
H0010322,Vienna,Austria,Bluebird & House Hotel · Vienna,Museum District,2,3.9,193,6002,0,1,5.8,1,0,0,1,0,0,1
H0010323,Vienna,Austria,House Hotel by Canopy · Vienna,Market District,3,4.1,191,6139,1,0,7.5,1,1,0,1,0,1,1
H0010324,Vienna,Austria,Cedar Harbour Hotel · Vienna,Harbour,4,4.6,191,6276,1,1,9.2,1,0,0,1,0,0,0
H0010325,Vienna,Austria,Centre Copper House · Vienna,Centre,5,4.4,199,6413,0,0,10.9,1,1,0,0,1,0,1
H0010326,Vienna,Austria,The Crown House Hotel · Vienna,Museum District,1,3.6,133,6550,1,1,0.6,1,0,1,1,1,0,1
H0010327,Vienna,Austria,Dawn & House Hotel · Vienna,Market District,2,3.7,185,6687,1,0,2.3,1,1,0,1,0,0,1
H0010328,Vienna,Austria,House Hotel by Ember · Vienna,Harbour,3,4.3,206,6824,0,1,4.0,1,0,0,1,0,0,1
H0010329,Vienna,Austria,Evergreen Centre Hotel · Vienna,Centre,4,4.1,188,6961,1,0,5.7,1,1,0,0,0,0,1
H0010330,Vienna,Austria,Museum District Fern House · Vienna,Museum District,5,4.9,223,7098,1,1,7.4,1,0,0,1,0,1,1
H0010331,Vienna,Austria,The Golden House Hotel · Vienna,Market District,1,3.6,200,7235,0,0,9.1,1,1,1,1,1,0,1
H0010332,Vienna,Austria,Harbour & House Hotel · Vienna,Harbour,2,3.8,171,7372,1,1,10.8,1,0,0,1,1,0,0
H0010333,Vienna,Austria,House Hotel by Ivory · Vienna,Centre,3,4.2,124,7509,1,0,0.5,1,1,0,0,0,0,1
H0010334,Vienna,Austria,Juniper Museum District Hotel · Vienna,Museum District,4,4.4,146,7646,0,1,2.2,1,0,0,1,0,0,1
H0010335,Vienna,Austria,Market District Lantern House · Vienna,Market District,5,4.9,167,7783,1,0,3.9,1,1,0,1,0,0,1
H0010336,Vienna,Austria,The Laurel House Hotel · Vienna,Harbour,1,3.3,132,7920,1,1,5.6,1,0,1,1,0,0,1
H0010337,Vienna,Austria,Linden & House Hotel · Vienna,Centre,2,3.7,157,8057,0,0,7.3,1,1,0,0,1,1,1
H0010338,Vienna,Austria,House Hotel by Marble · Vienna,Museum District,3,4.0,211,8194,1,1,9.0,1,0,0,1,1,0,1
H0010339,Vienna,Austria,Meadow Market District Hotel · Vienna,Market District,4,4.6,164,8331,1,0,10.7,1,1,0,1,0,0,1
H0010340,Vienna,Austria,Harbour Meridian House · Vienna,Harbour,5,4.8,250,8468,0,1,0.4,1,0,0,1,0,0,0
H0010341,Vienna,Austria,The Moonlight House Hotel · Vienna,Centre,1,3.6,190,8605,1,0,2.1,1,1,1,0,0,0,1
H0010342,Vienna,Austria,Northlight & House Hotel · Vienna,Museum District,2,3.5,101,8742,1,1,3.8,1,0,0,1,0,0,1
H0010343,Vienna,Austria,House Hotel by Olive · Vienna,Market District,3,4.3,120,8879,0,0,5.5,1,1,0,1,1,0,1
H0010344,Vienna,Austria,Orchid Harbour Hotel · Vienna,Harbour,4,4.7,173,9016,1,1,7.2,1,0,0,1,1,1,1
H0010345,Vienna,Austria,Centre Pearl House · Vienna,Centre,5,4.4,152,9153,1,0,8.9,1,1,0,0,0,0,1
H0010346,Vienna,Austria,The Pine House Hotel · Vienna,Museum District,1,3.8,167,9290,0,1,10.6,1,0,1,1,0,0,1
H0010347,Vienna,Austria,Raven & House Hotel · Vienna,Market District,2,3.5,102,9427,1,0,0.3,1,1,0,1,0,0,1
H0010348,Vienna,Austria,House Hotel by Rosewood · Vienna,Harbour,3,4.4,139,64,1,1,2.0,1,0,0,1,0,0,0
H0010349,Vienna,Austria,Saffron Centre Hotel · Vienna,Centre,4,4.6,208,201,0,0,3.7,1,1,0,0,1,0,1
H0010350,Vienna,Austria,Museum District Silver House · Vienna,Museum District,5,4.3,160,338,1,1,5.4,1,0,0,1,1,0,1
H0010351,Vienna,Austria,The Solstice House Hotel · Vienna,Market District,1,3.6,98,475,1,0,7.1,1,1,1,1,0,1,1
H0010352,Vienna,Austria,Stone & House Hotel · Vienna,Harbour,2,3.9,126,612,0,1,8.8,1,0,0,1,0,0,1
H0010353,Vienna,Austria,House Hotel by Sunrise · Vienna,Centre,3,4.1,146,749,1,0,10.5,1,1,0,0,0,0,1
H0010354,Vienna,Austria,Terrace Museum District Hotel · Vienna,Museum District,4,4.5,150,886,1,1,0.2,1,0,0,1,0,0,1
H0010355,Vienna,Austria,Market District Velvet House · Vienna,Market District,5,4.7,239,1023,0,0,1.9,1,1,0,1,1,0,1
H0010356,Vienna,Austria,The Willow House Hotel · Vienna,Harbour,1,3.8,183,1160,1,1,3.6,1,0,1,1,1,0,0
H0010357,Vienna,Austria,Wren & House Hotel · Vienna,Centre,2,4.1,138,1297,1,0,5.3,1,1,0,0,0,0,1
H0010358,Vienna,Austria,House Hotel by Arcade · Vienna,Museum District,3,3.8,117,1434,0,1,7.0,1,0,0,1,0,1,1
H0010359,Vienna,Austria,Belvedere Market District Hotel · Vienna,Market District,4,4.7,202,1571,1,0,8.7,1,1,0,1,0,0,1
H0010360,Vienna,Austria,Harbour Canvas House · Vienna,Harbour,5,4.7,192,1708,1,1,10.4,1,0,0,1,0,0,1
H0010361,Vienna,Austria,The Courtyard House Hotel · Vienna,Centre,1,3.5,175,1845,0,0,0.1,1,1,1,0,1,0,1
H0010362,Vienna,Austria,Foundry & House Hotel · Vienna,Museum District,2,3.6,174,1982,1,1,1.8,1,0,0,1,1,0,1
H0010363,Vienna,Austria,House Hotel by Gallery · Vienna,Market District,3,4.2,194,2119,1,0,3.5,1,1,0,1,0,0,1
H0010364,Vienna,Austria,Hearth Harbour Hotel · Vienna,Harbour,4,4.1,218,2256,0,1,5.2,1,0,0,1,0,0,0
H0010365,Vienna,Austria,Centre Mosaic House · Vienna,Centre,5,4.8,252,2393,1,0,6.9,1,1,0,0,0,1,1
H0010366,Vienna,Austria,The Pavilion House Hotel · Vienna,Museum District,1,3.8,187,2530,1,1,8.6,1,0,1,1,0,0,1
H0010367,Vienna,Austria,Quayside & House Hotel · Vienna,Market District,2,3.6,171,2667,0,0,10.3,1,1,0,1,1,0,1
H0010368,Vienna,Austria,House Hotel by Regent · Vienna,Harbour,3,4.3,158,2804,1,1,12.0,1,0,0,1,1,0,1
H0010369,Vienna,Austria,Riverview Centre Hotel · Vienna,Centre,4,4.4,213,2941,1,0,1.7,1,1,0,0,0,0,1
H0010370,Vienna,Austria,Museum District Vantage House · Vienna,Museum District,5,4.5,208,3078,0,1,3.4,1,0,0,1,0,0,1
H0010371,Vienna,Austria,The Voyager House Hotel · Vienna,Market District,1,3.7,85,3215,1,0,5.1,1,1,1,1,0,0,1
H0010372,Vienna,Austria,Amber & Atelier Hotel · Vienna,Harbour,2,4.1,204,3352,1,1,6.8,1,0,0,1,0,1,0
H0010373,Vienna,Austria,Atelier Hotel by Atlas · Vienna,Centre,3,4.1,169,3489,0,0,8.5,1,1,0,0,1,0,1
H0010374,Vienna,Austria,Aurora Museum District Hotel · Vienna,Museum District,4,4.7,210,3626,1,1,10.2,1,0,0,1,1,0,1
H0010375,Vienna,Austria,Market District Bluebird Atelier · Vienna,Market District,5,4.9,202,3763,1,0,11.9,1,1,0,1,0,0,1
H0010376,Vienna,Austria,The Canopy Atelier Hotel · Vienna,Harbour,1,3.8,139,3900,0,1,1.6,1,0,1,1,0,0,1
H0010377,Vienna,Austria,Cedar & Atelier Hotel · Vienna,Centre,2,3.6,165,4037,1,0,3.3,1,1,0,0,0,0,1
H0010378,Vienna,Austria,Atelier Hotel by Copper · Vienna,Museum District,3,4.4,148,4174,1,1,5.0,1,0,0,1,0,0,1
H0010379,Vienna,Austria,Crown Market District Hotel · Vienna,Market District,4,4.4,246,4311,0,0,6.7,1,1,0,1,1,1,1
H0010380,Vienna,Austria,Harbour Dawn Atelier · Vienna,Harbour,5,4.6,205,4448,1,1,8.4,1,0,0,1,1,0,0
H0010381,Vienna,Austria,The Ember Atelier Hotel · Vienna,Centre,1,3.6,189,4585,1,0,10.1,1,1,1,0,0,0,1
H0010382,Vienna,Austria,Evergreen & Atelier Hotel · Vienna,Museum District,2,4.0,133,4722,0,1,11.8,1,0,0,1,0,0,1
H0010383,Vienna,Austria,Atelier Hotel by Fern · Vienna,Market District,3,4.0,145,4859,1,0,1.5,1,1,0,1,0,0,1
H0010384,Vienna,Austria,Golden Harbour Hotel · Vienna,Harbour,4,4.6,140,4996,1,1,3.2,1,0,0,1,0,0,1
H0010385,Vienna,Austria,Centre Harbour Atelier · Vienna,Centre,5,4.4,201,5133,0,0,4.9,1,1,0,0,1,0,1
H0010386,Vienna,Austria,The Ivory Atelier Hotel · Vienna,Museum District,1,3.4,143,5270,1,1,6.6,1,0,1,1,1,1,1
H0010387,Vienna,Austria,Juniper & Atelier Hotel · Vienna,Market District,2,3.9,184,5407,1,0,8.3,1,1,0,1,0,0,1
H0010388,Vienna,Austria,Atelier Hotel by Lantern · Vienna,Harbour,3,4.0,117,5544,0,1,10.0,1,0,0,1,0,0,0
H0010389,Vienna,Austria,Laurel Centre Hotel · Vienna,Centre,4,4.3,170,5681,1,0,11.7,1,1,0,0,0,0,1
H0010390,Vienna,Austria,Museum District Linden Atelier · Vienna,Museum District,5,4.3,171,5818,1,1,1.4,1,0,0,1,0,0,1
H0010391,Vienna,Austria,The Marble Atelier Hotel · Vienna,Market District,1,3.5,117,5955,0,0,3.1,1,1,1,1,1,0,1
H0010392,Vienna,Austria,Meadow & Atelier Hotel · Vienna,Harbour,2,3.7,211,6092,1,1,4.8,1,0,0,1,1,0,1
H0010393,Vienna,Austria,Atelier Hotel by Meridian · Vienna,Centre,3,4.2,226,6229,1,0,6.5,1,1,0,0,0,1,1
H0010394,Vienna,Austria,Moonlight Museum District Hotel · Vienna,Museum District,4,4.2,130,6366,0,1,8.2,1,0,0,1,0,0,1
H0010395,Vienna,Austria,Market District Northlight Atelier · Vienna,Market District,5,4.6,168,6503,1,0,9.9,1,1,0,1,0,0,1
H0010396,Vienna,Austria,The Olive Atelier Hotel · Vienna,Harbour,1,3.3,176,6640,1,1,11.6,1,0,1,1,0,0,0
H0010397,Vienna,Austria,Orchid & Atelier Hotel · Vienna,Centre,2,3.8,170,6777,0,0,1.3,1,1,0,0,1,0,1
H0010398,Vienna,Austria,Atelier Hotel by Pearl · Vienna,Museum District,3,4.3,202,6914,1,1,3.0,1,0,0,1,1,0,1
H0010399,Vienna,Austria,Pine Market District Hotel · Vienna,Market District,4,4.3,220,7051,1,0,4.7,1,1,0,1,0,0,1
H0010400,Vienna,Austria,Harbour Raven Atelier · Vienna,Harbour,5,4.6,245,7188,0,1,6.4,1,0,0,1,0,1,1
H0010401,Vienna,Austria,The Rosewood Atelier Hotel · Vienna,Centre,1,3.3,121,7325,1,0,8.1,1,1,1,0,0,0,1
